CATAID,Z,nQ,Z_TONRY,logmstar,dellogmstar,logage,dellogage,metal,delmetal,gminusi,delgminusi,CATAID.1,X,Y,Z.1,d,GroupID,BranchID,FilID,CATAID.2,X.1,Y.1,Z.2,TendrilID
14472,0.11432,4,0.115302,10.5763,0.0992806,9.84892,0.173313,0.0115729,0.0086943,1.17703,0.0471067,14472.0,34.0583700215199,336.222128944165,3.77125319162084,3.70745,0.0,1500600001.0,150060.0,,,,,
14480,0.20018,4,0.201238,10.3639,0.110768,9.77697,0.200401,0.0162443,0.00954601,1.00026,0.0528753,14480.0,58.8925022605588,576.352903730798,7.6321368868055,1.61244,0.0,1502210001.0,150221.0,,,,,
14485,0.18342,5,0.184461,10.8563,0.105653,9.80181,0.187472,0.00796367,0.00680587,0.965727,0.0450158,14485.0,53.0316734593942,530.303284319571,6.76802337498535,3.58006,0.0,1501860001.0,150186.0,,,,,
14486,0.19952,4,0.200574,10.7926,0.106621,9.75812,0.204969,0.0112861,0.0071874,0.866201,0.0398093,14486.0,57.1163380466842,574.691760832404,7.77300096231634,1.87586,302971.0,1502210001.0,150221.0,,,,,
14487,0.20088,4,0.201935,10.0827,0.107895,9.49168,0.241306,0.0124048,0.00728016,0.464492,0.0413914,14487.0,57.4192697354893,578.430318131871,7.86833009550191,1.87705,302971.0,1502210001.0,150221.0,,,,,
14505,0.10576,4,0.106731,10.3582,0.108069,9.82304,0.193559,0.0114829,0.00867549,1.12937,0.0465011,14505.0,30.6376992443999,311.849567529863,4.56354987886779,4.0091,0.0,1501370001.0,150137.0,,,,,
14506,0.16509,4,0.166113,10.6808,0.0975796,9.83731,0.161593,0.0120543,0.00765199,1.15443,0.0505676,14506.0,47.004538734168,479.490715943688,6.1296315290099,0.520299,302973.0,1501490001.0,150149.0,,,,,
14517,0.1135,5,0.114478,10.6002,0.109343,9.79827,0.202792,0.00993482,0.0070403,0.853675,0.0405631,14517.0,32.8204778718491,333.976765325981,3.69566175690329,2.00681,0.0,1500600001.0,150060.0,,,,,
14518,0.17236,4,0.17339,9.68806,0.115392,9.47707,0.25602,0.0118122,0.00742058,0.455853,0.0458373,14518.0,49.0612388386984,499.731337627839,5.96731330333382,3.13158,302974.0,1502000001.0,150200.0,,,,,
14520,0.16546,4,0.166483,10.3533,0.115491,9.73191,0.225909,0.00949412,0.00674524,0.751677,0.0422821,14520.0,47.1238217157369,480.521449634752,6.1040555959418,0.518506,302973.0,1501490001.0,150149.0,,,,,
14538,0.19989,4,0.200942,10.7813,0.0995136,9.81714,0.172173,0.0151718,0.0104147,1.24467,0.0552544,14538.0,55.8783832080298,575.834773269561,7.62820097736218,1.6058,0.0,1502210001.0,150221.0,,,,,
14567,0.11393,5,0.114904,11.0703,0.105614,9.83189,0.177195,0.0123209,0.00838874,1.14164,0.0464534,14567.0,31.3325446151982,335.342012714044,3.87702448419408,1.36464,0.0,1500600001.0,150060.0,,,,,
14577,0.16533,4,0.166349,10.3589,0.106006,9.80986,0.183475,0.0154682,0.00934676,1.05701,0.0503679,14577.0,44.890192132255,480.358934032799,5.92381378666356,2.21827,0.0,1501490001.0,150149.0,,,,,
14598,0.11457,5,0.115544,10.7348,0.100625,9.85326,0.168294,0.00943821,0.00764112,1.10274,0.0465254,14598.0,31.4201450025066,337.16350637749,4.68764928535552,2.84245,301446.0,1500600001.0,150060.0,,,,,
14599,0.17764,4,0.178669,10.2538,0.112318,9.65344,0.229062,0.00850025,0.0062628,0.548813,0.0412524,14599.0,47.9659905043096,514.605582947213,7.16282759086288,2.4815,0.0,1500080043.0,150008.0,,,,,
14601,0.11337,5,0.114342,10.9657,0.103366,9.84161,0.172124,0.0120453,0.00820095,1.15312,0.0475677,14601.0,30.9583441115704,333.75024813483,4.75106454517541,0.603527,301446.0,1500600001.0,150060.0,,,,,
14605,0.11434,5,0.115312,10.5333,0.105715,9.81674,0.192088,0.0114881,0.00725736,0.885652,0.0394229,14605.0,30.6870742834924,336.566492506622,4.49976661339452,2.25439,0.0,1500600001.0,150060.0,,,,,
14612,0.16516,4,0.166176,10.2786,0.105579,9.81667,0.182908,0.00960884,0.00735288,1.02636,0.0536305,14612.0,43.8858651664364,479.967578495091,5.93708367187767,1.62991,302981.0,1501490001.0,150149.0,,,,,
14621,0.16475,5,0.165765,11.1556,0.0961353,9.85119,0.156998,0.00988916,0.00713524,1.1557,0.0502831,14621.0,43.0894599880444,478.8796087557,6.11479604584084,0.308761,301447.0,1501490001.0,150149.0,,,,,
14622,0.18503,4,0.186062,10.6961,0.103278,9.81705,0.176589,0.00982396,0.00779021,1.15493,0.0518566,14622.0,48.0975879775189,535.222912790179,7.75659785636285,3.6904,0.0,1500080025.0,150008.0,,,,,
14623,0.16464,4,0.165654,10.5596,0.0956932,9.83962,0.161335,0.0123595,0.00771899,1.14257,0.0499032,14623.0,43.0048166056904,478.576920950706,6.13586763569666,0.0624033,301447.0,1501490001.0,150149.0,,,,,
14624,0.14536,4,0.146357,10.5502,0.102628,9.82927,0.179272,0.0126898,0.0087977,1.16954,0.0496741,14624.0,38.0513761388445,424.52365093959,6.21821012642491,1.36913,0.0,1500590001.0,150059.0,,,,,
14625,0.16408,4,0.165094,10.6325,0.0928057,9.8383,0.157702,0.0143844,0.00773306,1.14449,0.0489993,14625.0,42.7026953616865,477.026487630856,6.17051000442606,1.58791,301447.0,1501490001.0,150149.0,,,,,
14627,0.13545,4,0.136438,9.80576,0.122608,9.65887,0.246642,0.00767021,0.00679517,0.558188,0.0478934,14627.0,35.2216125996307,396.60147136285,5.0544238367988,2.52833,0.0,1501440001.0,150144.0,,,,,
14628,0.16483,4,0.165843,10.3464,0.115551,9.71518,0.230615,0.0105819,0.00676095,0.682316,0.0392241,14628.0,42.3262593887436,479.157342399149,6.85499823294873,0.897062,302983.0,1501490001.0,150149.0,,,,,
14629,0.16419,4,0.165202,10.2393,0.11662,9.60618,0.251975,0.0118218,0.00706114,0.562673,0.0390625,14629.0,42.1577815216141,477.371343040974,6.8447091545171,0.896993,302983.0,1501490001.0,150149.0,,,,,
14650,0.13554,5,0.136527,10.539,0.117264,9.73228,0.233013,0.00792532,0.00614677,0.735842,0.0401339,14650.0,34.7232141917493,396.897798620203,5.08885088338273,2.44853,0.0,1501440001.0,150144.0,,,,,
14651,0.16471,4,0.165722,10.4609,0.118772,9.75105,0.225069,0.0166853,0.00894074,1.04447,0.0446963,14651.0,41.828024182091,478.861425964098,6.82057714925896,0.724132,302985.0,1501490001.0,150149.0,,,,,
14658,0.17962,5,0.180643,10.9456,0.103903,9.77892,0.196687,0.00960226,0.00672214,0.815839,0.0396887,14658.0,44.5654686995345,520.426849077719,7.13782167946377,3.53199e-06,301448.0,1500080047.0,150008.0,,,,,
14659,0.17864,4,0.179662,10.6049,0.107764,9.76192,0.205968,0.0106539,0.00689007,0.76856,0.039403,14659.0,44.2797085890395,517.706103076783,7.49779192908904,2.75929,301448.0,1500080047.0,150008.0,,,,,
14690,0.14991,5,0.150906,10.9518,0.111031,9.77172,0.210424,0.00949536,0.00676853,0.896597,0.0390012,14690.0,36.8425755781424,437.530600070707,4.97530930937578,3.09281,300343.0,1500590003.0,150059.0,,,,,
14692,0.10477,4,0.105728,10.0977,0.131945,9.68557,0.266668,0.0140909,0.00785093,0.719735,0.0432958,14692.0,26.4316528263272,309.356871181759,3.5337003899544,3.46603,300056.0,1501370001.0,150137.0,,,,,
14694,0.14907,5,0.150067,11.0601,0.0943482,9.8523,0.158399,0.0110449,0.00748067,1.12941,0.0471326,14694.0,37.0998901972198,435.130351919991,5.1725068638513,0.845339,0.0,1500590003.0,150059.0,,,,,
14695,0.20013,4,0.201171,10.1608,0.118467,9.63695,0.248251,0.0121357,0.00720922,0.603141,0.043002,14695.0,49.2270594995473,577.083380682439,6.85762997575151,3.27339,0.0,1501510001.0,150151.0,,,,,
14696,0.10545,5,0.106409,11.3065,0.0987046,9.85425,0.165336,0.0134252,0.00875552,1.18721,0.0483237,14696.0,26.5005172801769,311.314315747161,3.47119979499234,1.50822,300056.0,1501370001.0,150137.0,,,,,
14697,0.10666,5,0.10762,10.9075,0.108462,9.823,0.191096,0.00800921,0.00745878,1.03511,0.0437627,14697.0,26.8310077235121,314.777849964564,3.49298697398325,1.97128,300056.0,1501370001.0,150137.0,,,,,
14698,0.10497,4,0.105928,10.4663,0.103258,9.84741,0.171771,0.0123882,0.00896521,1.1573,0.0489849,14698.0,26.3625046661428,309.940483837536,3.43971528324896,2.88919,300056.0,1501370001.0,150137.0,,,,,
14700,0.10593,4,0.106889,10.3987,0.103032,9.84928,0.17259,0.0101684,0.00793966,1.0937,0.0477068,14700.0,26.5231653318303,312.695567805026,3.55960081424984,0.175962,300056.0,1501370001.0,150137.0,,,,,
14703,0.10598,4,0.106939,10.2954,0.111974,9.80431,0.204235,0.0129687,0.00803128,0.968165,0.0426638,14703.0,26.4735594260466,312.843548627639,3.57259356591679,0.178477,300056.0,1501370001.0,150137.0,,,,,
14705,0.17688,3,0.177899,10.3672,0.111353,9.82933,0.172345,0.0163091,0.00932608,1.16552,0.0785697,14705.0,43.2273425889109,512.880841033534,6.73105620171698,1.57674,0.0,1500080009.0,150008.0,,,,,
14706,0.14865,5,0.149645,11.126,0.0959316,9.84866,0.159986,0.0110126,0.0073625,1.13364,0.0470282,14706.0,36.5654680952186,433.984181830213,5.092102750307,0.466872,300343.0,1500590003.0,150059.0,,,,,
14707,0.14822,4,0.149215,10.2671,0.10608,9.83881,0.170298,0.00858797,0.00686723,1.00625,0.0550752,14707.0,36.4578929766482,432.775228940375,5.06628733918271,1.68086,300343.0,1500590003.0,150059.0,,,,,
14710,0.17908,4,0.180101,10.9633,0.0946207,9.83978,0.156027,0.0116287,0.00742906,1.16967,0.0505099,14710.0,43.1698180835751,519.045808105162,5.86436350765694,0.837036,300035.0,1500080009.0,150008.0,,,,,
14711,0.17771,5,0.178729,11.2197,0.0997899,9.83086,0.166109,0.0107019,0.00729401,1.13567,0.0490009,14711.0,42.7852768231388,515.239371481926,6.49522491036404,0.892331,300515.0,1500080009.0,150008.0,,,,,
14712,0.17614,4,0.177158,10.9324,0.099288,9.82777,0.169756,0.0113748,0.00780409,1.10164,0.0480328,14712.0,42.4084438405921,510.889257054193,5.6505064947287,3.57274,300035.0,1500080009.0,150008.0,,,,,
14727,0.17987,4,0.180892,10.6612,0.095645,9.82551,0.16431,0.0134524,0.00771521,1.1091,0.0482789,14727.0,43.9143385295052,521.194404787042,5.83346253814358,3.02242,300035.0,1500080009.0,150008.0,,,,,
14728,0.18466,4,0.185686,10.2529,0.10685,9.7849,0.19581,0.012333,0.007548,0.890605,0.049267,14728.0,44.7973548656843,534.48582212008,5.9454208174045,0.17367,301449.0,1500080025.0,150008.0,,,,,
14729,0.17717,4,0.178189,10.7126,0.0948559,9.84534,0.15815,0.0115603,0.00808512,1.22799,0.0545731,14729.0,42.8801984740137,513.723051757999,6.44451332483373,0.65063,300515.0,1500080009.0,150008.0,,,,,
14732,0.17979,4,0.180811,10.5644,0.0928613,9.85104,0.149568,0.0112938,0.00742754,1.17358,0.055169,14732.0,43.2882006119223,521.020458704597,5.79750859570922,2.7655,300035.0,1500080009.0,150008.0,,,,,
14733,0.18467,4,0.185695,10.4509,0.102214,9.81874,0.174714,0.00999781,0.00752852,1.05764,0.0546598,14733.0,44.3212141498147,534.547695293896,6.20320120172072,0.341498,302991.0,1500080003.0,150008.0,,,,,
14740,0.18485,4,0.185877,10.0174,0.115885,9.53742,0.244919,0.00986429,0.00696075,0.471489,0.0454389,14740.0,45.0147360376569,534.998114286174,5.95281306412991,0.52874,301449.0,1500080025.0,150008.0,,,,,
14752,0.17612,4,0.177136,9.9348,0.127859,9.68118,0.257645,0.0158891,0.0075287,0.771806,0.04306,14752.0,41.5313391783074,510.891593171597,6.36779737301119,3.65621,0.0,1500080009.0,150008.0,,,,,
14753,0.12445,5,0.12542,10.5711,0.107967,9.79569,0.202175,0.0103124,0.00694837,0.810855,0.0389931,14753.0,29.3538518481231,365.662196924729,4.51581076895885,0.202367,300122.0,1500510005.0,150051.0,,,,,
14754,0.18489,4,0.185915,10.8959,0.0965035,9.82489,0.164404,0.0124855,0.00770191,1.12536,0.0481169,14754.0,44.3192977176266,535.162660100105,6.06709270479249,0.305531,302991.0,1500080003.0,150008.0,,,,,
14756,0.17765,4,0.178669,10.6831,0.0889694,9.84924,0.148331,0.0127915,0.00741732,1.16232,0.0509582,14756.0,42.6472221637273,515.080139301414,6.64064798143335,0.74934,300515.0,1500080009.0,150008.0,,,,,
14757,0.10677,4,0.107727,10.2892,0.11348,9.78269,0.213473,0.00933882,0.00697758,0.793291,0.0430274,14757.0,26.0746489166893,315.143807744861,4.0888640472551,2.46612,0.0,1501370002.0,150137.0,,,,,
14763,0.18615,4,0.187175,10.6351,0.0947006,9.84212,0.154928,0.010389,0.00703079,1.12121,0.0512209,14763.0,43.8817336486667,538.691184331816,7.13638180798534,0.194958,302994.0,1500080003.0,150008.0,,,,,
14765,0.11426,4,0.115223,10.1402,0.115722,9.77342,0.219205,0.0108047,0.00736376,0.822709,0.0437337,14765.0,27.3635214544355,336.60452340113,3.90245354257979,0.300687,302995.0,1500600001.0,150060.0,,,,,
14766,0.18326,4,0.184282,10.3889,0.10358,9.79807,0.18705,0.0106756,0.00735787,0.903208,0.0474637,14766.0,43.138383599882,530.695793886246,7.14927810728922,2.40039,0.0,1500080003.0,150008.0,,,,,
14768,0.17816,4,0.179177,10.7364,0.0955993,9.85014,0.153835,0.00965733,0.00688875,1.13358,0.0530723,14768.0,41.9089367864096,516.553257119818,7.23199756576694,0.445615,300791.0,1500080009.0,150008.0,,,,,
14769,0.17766,4,0.178677,10.5563,0.111272,9.79263,0.197277,0.00996969,0.00775818,1.00088,0.0490919,14769.0,41.7597468063903,515.167670519782,7.21036903107608,1.83926,300791.0,1500080009.0,150008.0,,,,,
14770,0.11406,4,0.115022,9.94746,0.11818,9.69539,0.233167,0.00750116,0.00606183,0.581122,0.0430497,14770.0,27.229188225229,336.040333315641,3.87574283129799,0.286749,302995.0,1500600001.0,150060.0,,,,,
14771,0.14319,5,0.144177,10.7332,0.108675,9.78889,0.201888,0.0101882,0.00702193,0.871865,0.040507,14771.0,33.8863384636166,418.711716298891,5.05856157624387,3.7748,0.0,1501400001.0,150140.0,,,,,
14773,0.12462,5,0.125591,10.7142,0.0985163,9.84486,0.17288,0.00982596,0.00750745,1.071,0.0453567,14773.0,29.5723071639662,366.128928099965,4.77006883956415,0.500603,300122.0,1500510005.0,150051.0,,,,,
14776,0.12426,5,0.12523,11.3632,0.101161,9.83734,0.169156,0.0141933,0.00810592,1.17875,0.0468532,14776.0,29.3863148813602,365.113739246249,4.69625804747856,0.541778,300122.0,1500510005.0,150051.0,,,,,
14777,0.12404,4,0.12501,10.4194,0.0993244,9.84492,0.172865,0.00796417,0.00668953,0.94668,0.0455855,14777.0,29.3881267075106,364.484137534856,4.7155092855456,1.17039,300122.0,1500510005.0,150051.0,,,,,
14781,0.17642,4,0.177435,10.6619,0.0994278,9.83215,0.165828,0.0100712,0.00710311,1.07253,0.0480066,14781.0,41.1719847484291,511.757212979834,6.38160257679791,3.01726,0.0,1500080009.0,150008.0,,,,,
14785,0.17833,4,0.179349,10.3011,0.103301,9.80434,0.185476,0.0134226,0.00779504,0.863615,0.0471337,14785.0,42.7190445880557,516.986784474789,5.72784456601302,1.38229,300035.0,1500080009.0,150008.0,,,,,
14787,0.18605,4,0.187074,10.4124,0.0994179,9.80914,0.178612,0.0118298,0.00743862,0.873088,0.046535,14787.0,43.8730568308848,538.406987282227,7.57322197991884,0.646641,0.0,1500080003.0,150008.0,,,,,
14796,0.12391,4,0.12488,10.1602,0.118669,9.77744,0.219772,0.00977199,0.00752724,0.879332,0.0532058,14796.0,29.32146113542,364.120765021016,4.43992360998439,1.55917,300122.0,1500510005.0,150051.0,,,,,
14802,0.1062,4,0.107154,9.82419,0.124498,9.66603,0.239704,0.00757653,0.00648777,0.541953,0.0488205,14802.0,25.2141329795562,313.556401782325,4.54111600234945,1.91209,0.0,1501370002.0,150137.0,,,,,
14822,0.12495,4,0.12592,10.5284,0.0994927,9.89133,0.139205,0.00626988,0.00583177,1.12499,0.0525339,14822.0,29.2788568263602,367.095735016865,4.66919957475175,1.45028,300122.0,1500510005.0,150051.0,,,,,
14825,0.18923,4,0.190254,10.632,0.094184,9.83561,0.161037,0.0116551,0.00825921,1.17872,0.052984,14825.0,42.9261316257465,547.328868840911,7.30319166373994,0.221708,302998.0,1500080003.0,150008.0,,,,,
14826,0.17818,4,0.179195,10.9647,0.0983274,9.84621,0.157113,0.00962214,0.00745171,1.20526,0.0549074,14826.0,40.4812859798551,516.726793884701,6.42062011888499,1.69825,0.0,1500080009.0,150008.0,,,,,
14830,0.1466,4,0.147587,10.6637,0.102031,9.84016,0.171502,0.00868845,0.00706117,1.07013,0.0470167,14830.0,33.5005494238749,428.394310598861,6.0047519146209,1.14439,302999.0,1500590001.0,150059.0,,,,,
14831,0.17644,4,0.177455,10.3793,0.10262,9.84235,0.161581,0.00789747,0.00671284,1.09783,0.0556074,14831.0,41.0435837355025,511.826414700835,6.11223274739578,3.04784,0.0,1500080009.0,150008.0,,,,,
14836,0.18939,4,0.190414,10.4296,0.10261,9.82823,0.166389,0.00839111,0.00689408,1.0361,0.0535345,14836.0,42.9442039984912,547.772931641381,7.25618707190267,0.228579,302998.0,1500080003.0,150008.0,,,,,
14856,0.17771,4,0.178723,9.88863,0.116846,9.67075,0.220164,0.00842923,0.00655954,0.535277,0.0509937,14856.0,40.1097789829554,515.424612832644,7.53320244910047,2.43485,0.0,1500080009.0,150008.0,,,,,
14862,0.18835,4,0.189371,10.6164,0.0972394,9.83451,0.160566,0.0113616,0.00792195,1.16232,0.0564766,14862.0,41.0753040462756,545.025591196683,6.53620544958716,3.28495,300153.0,1500080003.0,150008.0,,,,,
14863,0.19054,4,0.191562,10.495,0.103509,9.82409,0.172047,0.0178315,0.0113371,1.21163,0.059175,14863.0,41.5297378265327,551.079175494518,6.5510331553306,2.81427,300153.0,1500080003.0,150008.0,,,,,
14864,0.14436,4,0.145345,10.2423,0.0919528,9.85618,0.157744,0.0103608,0.00716628,0.905843,0.0452022,14864.0,32.6318015388347,422.122595123573,4.96599957009067,3.26612,0.0,1501400002.0,150140.0,,,,,
14866,0.17896,4,0.179974,10.9064,0.102271,9.81394,0.179675,0.010835,0.00791762,1.04668,0.0458857,14866.0,39.9532952232634,518.938302239781,6.78706461740941,1.76329,0.0,1500080001.0,150008.0,,,,,
14879,0.14476,4,0.145744,10.1512,0.101321,9.81617,0.183393,0.0123764,0.00725513,0.800643,0.0443301,14879.0,32.2151175041315,423.276579219472,5.62442146337073,3.5935,0.0,1501400002.0,150140.0,,,,,
14881,0.18873,4,0.189751,11.0518,0.0971618,9.82588,0.169123,0.0106142,0.00806576,1.18043,0.0505158,14881.0,41.4439235642656,546.055977829956,6.54938176126697,2.21675,300153.0,1500080003.0,150008.0,,,,,
14882,0.18919,4,0.190212,10.9421,0.100224,9.82409,0.168748,0.0107821,0.00782544,1.14388,0.051491,14882.0,41.5185415885475,547.328120089359,6.64698625913202,0.945379,300153.0,1500080003.0,150008.0,,,,,
14884,0.18953,4,0.190552,11.1766,0.0968243,9.83183,0.157735,0.0112746,0.00740768,1.17991,0.0511798,14884.0,41.4235459087946,548.279024115316,6.69485574273079,0.222954,300153.0,1500080003.0,150008.0,,,,,
14885,0.18589,4,0.186909,11.1593,0.0948597,9.83661,0.154902,0.0115738,0.0074034,1.18364,0.0508791,14885.0,40.6713450369889,538.2102467216,6.57089927423236,3.34471,0.0,1500080003.0,150008.0,,,,,
14886,0.19006,4,0.191082,10.6124,0.0963841,9.83278,0.162514,0.010669,0.00760253,1.07524,0.0520321,14886.0,41.4446936128972,549.747288264653,6.90833860898193,1.52709,300153.0,1500080003.0,150008.0,,,,,
14898,0.18966,4,0.190682,10.4342,0.10696,9.82805,0.16832,0.00642104,0.00592421,1.00204,0.0552744,14898.0,41.6944364379218,548.621976319676,6.61820234944724,0.367709,300153.0,1500080003.0,150008.0,,,,,
14907,0.18889,4,0.189911,10.4022,0.100824,9.84726,0.153517,0.00705892,0.00590104,1.06736,0.0562036,14907.0,41.2049686105626,546.514394445784,6.78703338603544,1.81076,300153.0,1500080003.0,150008.0,,,,,
14908,0.17948,4,0.180492,10.5075,0.102481,9.80509,0.184738,0.0125304,0.00775748,0.939305,0.0458218,14908.0,39.1657986789827,520.440049645354,7.17801546552855,0.0277757,303004.0,1500080001.0,150008.0,,,,,
14913,0.17926,4,0.180274,10.0374,0.111794,9.7683,0.203701,0.00850646,0.00692333,0.715811,0.053836,14913.0,39.6718887250165,519.797951893114,6.65672317416786,0.987314,0.0,1500080001.0,150008.0,,,,,
14915,0.1795,4,0.180512,10.0113,0.117747,9.62092,0.244614,0.0111505,0.00710709,0.561788,0.0444398,14915.0,39.1530375358518,520.494689038494,7.32092768769145,0.145812,303004.0,1500080001.0,150008.0,,,,,
14924,0.19006,4,0.191081,10.1002,0.109209,9.8095,0.171443,0.00211287,0.0032055,0.557814,0.0532726,14924.0,41.1298300295246,549.773396124737,6.59677367446828,1.58247,0.0,1500080003.0,150008.0,,,,,
14926,0.18989,4,0.19091,10.9567,0.106777,9.80354,0.183164,0.011041,0.00803419,1.10115,0.0487679,14926.0,40.3278987939507,549.355373901724,6.67830286685097,1.68667,0.0,1500080003.0,150008.0,,,,,
14952,0.18378,4,0.184793,10.9665,0.0845082,9.8649,0.134496,0.0110252,0.0072307,1.1869,0.0514866,14952.0,38.0953412158586,532.507444614203,6.83882132667669,4.02721,0.0,1500080003.0,150008.0,,,,,
14953,0.12265,4,0.123611,10.3778,0.10199,9.84978,0.169549,0.0092217,0.00750659,1.04407,0.0485093,14953.0,25.8056058382489,360.762717301127,3.97359990859924,2.81837,0.0,1500510008.0,150051.0,,,,,
14954,0.14445,4,0.145429,10.537,0.0981228,9.8486,0.165903,0.00966045,0.0074414,1.0987,0.0492333,14954.0,30.204147799805,422.534488960633,5.50202707561099,2.24659,0.0,1501400002.0,150140.0,,,,,
14957,0.14448,4,0.145458,10.3228,0.127635,9.67197,0.262285,0.0118552,0.00720919,0.712844,0.0410399,14957.0,29.8282043180471,422.649821947247,5.06807565084646,1.84583,303007.0,1501400002.0,150140.0,,,,,
14973,0.1138,4,0.114751,10.4758,0.1031,9.84582,0.173827,0.00942582,0.00777315,1.07727,0.0458695,14973.0,23.3700367502329,335.551194076814,3.9758511837771,0.338381,300344.0,1500600001.0,150060.0,,,,,
14974,0.18957,4,0.190585,10.7127,0.0987563,9.82462,0.169109,0.0106627,0.00779698,1.10577,0.0496194,14974.0,37.8857193841511,548.626107320593,6.78161304300417,3.21663,0.0,1500080003.0,150008.0,,,,,
14975,0.11381,5,0.11476,11.4618,0.0950682,9.8634,0.155581,0.0120853,0.00819437,1.17176,0.0476894,14975.0,23.0369339692589,335.600643243912,3.94269161119572,8.01096e-06,300344.0,1500600001.0,150060.0,,,,,
14978,0.11432,5,0.115271,10.7138,0.111747,9.81492,0.196354,0.00934075,0.00824481,1.0788,0.0461065,14978.0,23.1462806495391,337.060212934714,3.77408112859624,1.47335,300344.0,1500600001.0,150060.0,,,,,
14979,0.1143,5,0.11525,10.5766,0.102103,9.84541,0.174461,0.00992702,0.00820105,1.1139,0.0474536,14979.0,23.016329476857,337.003996563007,4.26141410824823,1.43925,300344.0,1500600001.0,150060.0,,,,,
14980,0.12296,4,0.123917,10.066,0.10492,9.80874,0.19054,0.00833742,0.00658891,0.729606,0.0444837,14980.0,24.6651110682294,361.717688941857,4.16361283012718,2.33683,0.0,1500510008.0,150051.0,,,,,
14981,0.11373,5,0.114679,10.8367,0.109286,9.8069,0.19842,0.0070173,0.00677681,0.978341,0.0411695,14981.0,22.8396534046064,335.382507180071,3.94200341638326,0.294108,300344.0,1500600001.0,150060.0,,,,,
14986,0.17939,4,0.180394,10.0359,0.110244,9.73238,0.213637,0.0120509,0.00708408,0.66761,0.0423421,14986.0,34.9557617184066,520.471369094388,6.77204559818061,2.88731,0.0,1500080001.0,150008.0,,,,,
14987,0.17659,4,0.177592,9.99498,0.133336,9.59691,0.276823,0.0207996,0.0104372,0.625262,0.0422932,14987.0,34.4104996081505,512.698635223572,5.99267395550707,3.57095,0.0,1500080028.0,150008.0,,,,,
14989,0.18021,4,0.181218,10.571,0.100702,9.82077,0.173869,0.00915737,0.00713843,1.00053,0.0496617,14989.0,36.3169846507263,522.682530384545,6.09485740489948,2.6741,0.0,1500080001.0,150008.0,,,,,
14998,0.18151,4,0.182516,10.0729,0.113413,9.66273,0.227528,0.0124579,0.0071668,0.582099,0.0446766,14998.0,35.336588266824,526.371485158415,5.88239447574947,1.62335,0.0,1500080001.0,150008.0,,,,,
15006,0.1641,4,0.16509,10.4691,0.0964122,9.84439,0.162469,0.0107437,0.00754581,1.09468,0.0506147,15006.0,31.6708860033989,477.869958470611,6.63674251228141,2.98662,0.0,1501620001.0,150162.0,,,,,
15007,0.11807,4,0.119021,9.71109,0.114993,9.4727,0.264815,0.00997843,0.00694972,0.456497,0.0420291,15007.0,23.0110115984329,347.804870699632,5.03096518213706,4.121,0.0,1501320002.0,150132.0,,,,,
15008,0.07722,5,0.078136,10.2502,0.111608,9.82555,0.200587,0.00952009,0.00784367,0.990587,0.0435261,15008.0,15.0837486454826,230.232307776508,2.60003479780545,2.36095,0.0,1500410001.0,150041.0,,,,,
15009,0.11833,4,0.119281,9.95463,0.112984,9.65804,0.228201,0.0132397,0.00725882,0.568292,0.0419244,15009.0,22.7465060723038,348.57433683687,4.41552089597478,3.52579,0.0,1501320002.0,150132.0,,,,,
15010,0.12525,4,0.126206,10.2169,0.110313,9.80607,0.199416,0.0110143,0.00769244,0.935642,0.0487051,15010.0,23.9381617982617,368.301022693175,4.51509267904301,0.353825,300345.0,1500510002.0,150051.0,,,,,
15011,0.12527,4,0.126226,10.574,0.103233,9.84428,0.170739,0.0102253,0.007664,1.12217,0.0476993,15011.0,23.9136478569278,368.352746750418,4.99562335085167,0.63458,0.0,1500510002.0,150051.0,,,,,
15034,0.12539,5,0.126346,11.1766,0.102656,9.83877,0.169666,0.0120431,0.00813171,1.15931,0.0477146,15034.0,23.7580679492432,368.71166275342,4.49624862607006,0.684558,300345.0,1500510002.0,150051.0,,,,,
15036,0.12423,4,0.125185,10.5615,0.102095,9.84453,0.172049,0.0125782,0.00875364,1.19075,0.0508589,15036.0,23.4911137242938,365.411412493522,4.58801924430952,2.62854,300345.0,1500510002.0,150051.0,,,,,
15039,0.14433,4,0.145302,10.6244,0.101715,9.84339,0.166365,0.00976041,0.00713148,1.08708,0.0481677,15039.0,27.0747648395902,422.395973253054,4.74834133649421,2.23007,0.0,1501400002.0,150140.0,,,,,
15040,0.12565,4,0.126605,10.4005,0.101544,9.85128,0.167791,0.00936187,0.00746256,1.0549,0.0503127,15040.0,23.5870206463156,369.450229910353,5.41614106548547,0.296445,303010.0,1500510009.0,150051.0,,,,,
15043,0.18452,4,0.185524,10.4157,0.107889,9.75645,0.207581,0.0111772,0.00704348,0.744232,0.0411993,15043.0,33.5521161988949,534.83678387643,7.62741559113854,3.91177,0.0,1500080012.0,150008.0,,,,,
15063,0.18537,4,0.186374,10.8684,0.0950556,9.82938,0.159658,0.0120771,0.00744879,1.13765,0.0484943,15063.0,33.1770129931301,537.236934429803,6.64678851390805,0.430327,303012.0,1500080027.0,150008.0,,,,,
15064,0.18506,4,0.186064,10.0339,0.110261,9.75776,0.203889,0.00961081,0.00685879,0.682051,0.0505826,15064.0,33.1290697558866,536.37777013202,6.62450897179006,0.430556,303012.0,1500080027.0,150008.0,,,,,
