CATAID,Z,nQ,Z_TONRY,logmstar,dellogmstar,logage,dellogage,metal,delmetal,gminusi,delgminusi,CATAID.1,X,Y,Z.1,d,GroupID,BranchID,FilID,CATAID.2,X.1,Y.1,Z.2,TendrilID
91672,0.14691,4,0.147901,9.76709,0.125235,9.65237,0.234252,0.00849144,0.00694038,0.521762,0.0539816,91672.0,35.029290611474,429.178567756514,4.65919906516331,1.48287,0.0,1500590002.0,150059.0,,,,,
91686,0.0546,5,0.0555099,10.8553,0.101689,9.88691,0.171152,0.0134385,0.0108946,1.29729,0.0519134,91686.0,13.0338309351582,164.132224668886,1.47505232580342,0.588144,300268.0,1500380006.0,150038.0,,,,,
91687,0.10573,5,0.106684,10.2573,0.113625,9.79147,0.210682,0.0109224,0.00746748,0.885329,0.0424751,91687.0,24.7763161342151,312.254686286263,2.94348913714241,2.01072,301776.0,1501370002.0,150137.0,,,,,
91691,0.05477,5,0.0556798,10.5027,0.107759,9.86139,0.18622,0.0108175,0.00951661,1.19957,0.0478318,91691.0,13.009234256975,164.635429262332,1.34484894907326,1.09684,300268.0,1500380006.0,150038.0,,,,,
91692,0.05478,5,0.0556891,10.4134,0.119482,9.80144,0.223905,0.0092746,0.00744823,0.96625,0.0389154,91692.0,12.8894705987398,164.671738550571,1.39922559115442,1.13223,300268.0,1500380006.0,150038.0,,,,,
91693,0.10543,5,0.106382,10.5064,0.120471,9.74632,0.234628,0.0100091,0.00691291,0.792733,0.0381161,91693.0,24.2907262208593,311.42412242303,2.89925119567699,2.78417,0.0,1501370002.0,150137.0,,,,,
91697,0.05375,5,0.0546571,10.6422,0.10945,9.86316,0.182139,0.00753006,0.00736818,1.05824,0.0423417,91697.0,12.4672197697073,161.66588905888,1.50118008480112,1.95092,300268.0,1500380006.0,150038.0,,,,,
91700,0.1834,4,0.18442,10.2637,0.106357,9.8234,0.172859,0.0073486,0.00653682,0.998221,0.0577846,91700.0,41.8927676957613,531.196975599674,5.81264841010699,0.546593,0.0,1500080003.0,150008.0,,,,,
91701,0.18353,4,0.18455,10.3139,0.103405,9.82872,0.169448,0.007817,0.00663869,1.00626,0.0564913,91701.0,41.8811810395793,531.570637683921,4.84574963442485,0.761528,0.0,1500080003.0,150008.0,,,,,
91705,0.18334,4,0.18436,10.3957,0.11163,9.78719,0.198027,0.0161801,0.00984464,1.04027,0.0567213,91705.0,41.573583131023,531.057979109057,5.37319433603178,0.0554855,303957.0,1500080003.0,150008.0,,,,,
91706,0.18338,4,0.1844,9.62663,0.130824,9.4837,0.271027,0.00793962,0.00681903,0.40278,0.0530262,91706.0,41.5312876194164,531.171688624229,5.46447614272674,0.117535,303957.0,1500080003.0,150008.0,,,,,
91723,0.17971,5,0.180725,11.0647,0.0992459,9.83969,0.160946,0.00943551,0.00706264,1.12823,0.0499884,91723.0,39.6512942480039,521.081691650461,4.42096094347051,0.890824,303959.0,1500080001.0,150008.0,,,,,
91726,0.18953,4,0.190552,10.6104,0.105884,9.77324,0.199412,0.0121097,0.00729664,0.881644,0.0409785,91726.0,41.1635033022806,548.309249572011,5.71826257401076,0.968626,0.0,1500080003.0,150008.0,,,,,
91727,0.14452,4,0.145503,10.3974,0.103972,9.83287,0.176738,0.00998619,0.00760549,1.08599,0.0496597,91727.0,31.7011930302168,422.652574516552,3.97255077166774,2.16259,0.0,1501400002.0,150140.0,,,,,
91728,0.14428,4,0.145263,9.95501,0.121313,9.53697,0.270613,0.0122469,0.00741905,0.526774,0.0440097,91728.0,31.6251928974833,421.983449514817,3.33594590863142,1.85615,0.0,1501400002.0,150140.0,,,,,
91729,0.19122,4,0.192243,10.998,0.10592,9.78501,0.18501,0.0145926,0.00883258,1.08784,0.0446851,91729.0,41.1849676352369,553.003406900197,5.57978034956828,0.762402,303960.0,1500080045.0,150008.0,,,,,
91735,0.1803,4,0.181315,10.5686,0.106714,9.80984,0.183419,0.00976341,0.00750273,1.00207,0.0518926,91735.0,39.8510153721095,522.710029363939,4.82352336501949,0.849278,0.0,1500080001.0,150008.0,,,,,
91736,0.18035,4,0.181365,10.5278,0.101393,9.8342,0.166466,0.00716486,0.00636469,0.988587,0.0545136,91736.0,39.7282309788198,522.863577548535,4.29589859625,0.903494,303959.0,1500080001.0,150008.0,,,,,
91740,0.18315,4,0.184167,10.4859,0.10206,9.81146,0.179009,0.00936559,0.007355,1.10838,0.0515121,91740.0,40.0683422748862,530.642393820505,4.808966913988,1.67915,0.0,1500080003.0,150008.0,,,,,
91742,0.18902,4,0.190041,9.95109,0.137758,9.61607,0.279681,0.0184397,0.00880162,0.66539,0.0494142,91742.0,40.6266713223061,546.936131197613,5.09791570163546,2.21895,0.0,1500080003.0,150008.0,,,,,
91754,0.18968,5,0.190701,10.9902,0.108198,9.75094,0.210083,0.00839982,0.00635895,0.842579,0.0391978,91754.0,40.5572265086243,548.781354302281,4.40269253574929,2.10567,301778.0,1500080003.0,150008.0,,,,,
91760,0.14381,4,0.14479,9.95941,0.12199,9.56932,0.253395,0.00651557,0.00551137,0.475063,0.0422687,91760.0,30.2715214453298,420.739951271832,3.52076470046685,1.21958,0.0,1501400001.0,150140.0,,,,,
91761,0.19067,4,0.191692,10.3408,0.104005,9.77671,0.194279,0.0115792,0.00718664,0.780776,0.0439602,91761.0,40.8693456950501,551.495173839627,5.82577530159643,0.831201,303960.0,1500080045.0,150008.0,,,,,
91763,0.14288,4,0.14386,10.2546,0.116482,9.77396,0.2159,0.0153648,0.00825995,0.946272,0.0472438,91763.0,30.7797810807203,418.068891832378,3.53486841068458,0.881623,0.0,1501400001.0,150140.0,,,,,
91764,0.19174,4,0.192762,9.92003,0.118627,9.57924,0.250684,0.0130194,0.00751638,0.540627,0.0471052,91764.0,40.8091519952674,554.482361240166,4.63757479743684,3.60902,301778.0,1500080003.0,150008.0,,,,,
91787,0.14269,5,0.143667,10.8007,0.116049,9.80256,0.195214,0.00927934,0.00742278,1.04352,0.045509,91787.0,29.4766498009341,417.616689532234,3.37210919863921,1.70022,301781.0,1501400001.0,150140.0,,,,,
91788,0.14421,5,0.145188,10.8109,0.11117,9.81245,0.189108,0.0105774,0.00794989,1.08608,0.0471733,91788.0,29.5721130765986,421.919824421757,3.38533673673337,0.216497,301781.0,1501400001.0,150140.0,,,,,
91789,0.14419,4,0.145168,10.605,0.0992623,9.85343,0.161786,0.00771668,0.00649725,0.98361,0.0470893,91789.0,29.5370406358051,421.863330294966,3.59202562835014,0.302506,301781.0,1501400001.0,150140.0,,,,,
91800,0.19398,4,0.195,10.1608,0.12513,9.71157,0.234556,0.0136165,0.00822767,0.729778,0.063509,91800.0,39.2405324219055,560.787335699448,5.85751009101499,2.50628,0.0,1501450001.0,150145.0,,,,,
91806,0.181,5,0.182006,10.6034,0.115114,9.71453,0.225551,0.0153997,0.00667072,0.677353,0.0369182,91806.0,35.3440526767521,524.958593394876,5.0830499226515,4.69936e-06,300562.0,1500080001.0,150008.0,,,,,
91809,0.12374,5,0.124698,10.5343,0.105066,9.85596,0.164087,0.00541422,0.00544595,0.936038,0.0452953,91809.0,24.423458919284,363.975061713839,3.04016294661603,2.01143,303966.0,1500510002.0,150051.0,,,,,
91814,0.18104,4,0.182048,10.2602,0.118228,9.69509,0.239802,0.0108468,0.00700013,0.689295,0.0415891,91814.0,35.7370600687303,525.053147157332,4.34851054666282,0.838417,0.0,1500080001.0,150008.0,,,,,
91815,0.12511,4,0.126069,10.3605,0.122425,9.74017,0.237627,0.00986182,0.00742291,0.977673,0.0455904,91815.0,24.9616467836784,367.853662873635,3.49014627158403,1.60706,0.0,1500510002.0,150051.0,,,,,
91817,0.18023,4,0.181236,10.4657,0.102686,9.79921,0.187298,0.0100223,0.00720613,0.943127,0.045192,91817.0,35.2857189465471,522.816932530664,4.92323668122362,2.14841,300562.0,1500080001.0,150008.0,,,,,
91820,0.18209,4,0.183097,10.3067,0.114741,9.72469,0.225183,0.0133316,0.0071614,0.725277,0.0409086,91820.0,35.2412837024618,528.008659327896,4.52713694843414,3.10201,0.0,1500080001.0,150008.0,,,,,
91827,0.18212,4,0.183128,10.5524,0.0927737,9.85503,0.147422,0.011986,0.00770281,1.22156,0.0593147,91827.0,35.6037043474964,528.064480906092,5.04492822788865,3.11695,300562.0,1500080001.0,150008.0,,,,,
91828,0.18199,4,0.182997,10.5927,0.10555,9.81561,0.178628,0.0144189,0.00912754,1.13513,0.0603139,91828.0,35.5735131555514,527.70420913032,5.0524957632922,2.75535,300562.0,1500080001.0,150008.0,,,,,
91834,0.18045,4,0.181456,10.343,0.11527,9.76535,0.212775,0.0167288,0.0092931,0.920631,0.0499772,91834.0,35.4893741938956,523.410489560966,5.56924096320215,1.62915,0.0,1500080001.0,150008.0,,,,,
91835,0.18195,4,0.182959,10.1165,0.113348,9.76197,0.206479,0.00736975,0.00622841,0.695712,0.0508278,91835.0,36.2087267755811,527.55786307463,4.5550432196107,2.78974,0.0,1500080001.0,150008.0,,,,,
91841,0.18181,4,0.182816,10.4259,0.111261,9.71638,0.223293,0.00917546,0.00636792,0.656257,0.0393487,91841.0,34.6678476875259,527.268479076587,3.94666047195578,2.66161,0.0,1500080001.0,150008.0,,,,,
91846,0.14396,5,0.144932,11.2558,0.102057,9.83335,0.173631,0.0105421,0.00780565,1.10362,0.0462289,91846.0,27.1180227552751,421.358748572162,3.5185176732654,0.820245,303970.0,1501400002.0,150140.0,,,,,
91860,0.14358,4,0.144552,10.0264,0.122514,9.59764,0.262492,0.00988333,0.00690016,0.55365,0.0454453,91860.0,27.067712917734,420.275747046978,4.36754676521243,0.8958,303972.0,1501400002.0,150140.0,,,,,
91861,0.14338,4,0.144352,10.5783,0.113498,9.78848,0.207068,0.0153966,0.00953164,1.15115,0.0475176,91861.0,26.995799926972,419.723436290784,3.40505820464538,0.82665,303970.0,1501400002.0,150140.0,,,,,
91917,0.12698,4,0.12793,10.5438,0.110558,9.84427,0.172802,0.00614048,0.00637115,1.1035,0.0572048,91917.0,21.1127913736523,373.403657766869,3.39084583661215,2.92542,303978.0,1500510006.0,150051.0,,,,,
91924,0.05245,5,0.0533373,10.5785,0.115939,9.80424,0.217775,0.00609447,0.00572727,0.811719,0.0376385,91924.0,8.95363875926915,158.019209248479,1.31787561239689,1.12401,303979.0,1500380002.0,150038.0,,,,,
91933,0.12627,4,0.12722,10.2236,0.110778,9.77658,0.207708,0.0131069,0.00729143,0.72514,0.0426801,91933.0,21.2498847525553,371.376455661861,2.82189126397344,3.8273,303980.0,1500510004.0,150051.0,,,,,
91961,0.07734,5,0.0782474,11.0075,0.111117,9.8359,0.188473,0.012887,0.00926112,1.13734,0.0443141,91961.0,12.8835195928452,230.694843064068,2.15052479543432,0.320246,300564.0,1500410001.0,150041.0,,,,,
91962,0.07718,5,0.0780872,10.4891,0.1027,9.86379,0.17358,0.0109051,0.00869925,1.12327,0.0460693,91962.0,12.8526871858513,230.230210151578,2.1536051322152,0.785877,300564.0,1500410001.0,150041.0,,,,,
91965,0.11822,4,0.11916,10.1891,0.117166,9.67619,0.237423,0.0130588,0.00714768,0.603218,0.0401021,91965.0,18.720270332633,348.480786854211,3.24719663996137,1.37836,0.0,1501320001.0,150132.0,,,,,
91988,0.05209,5,0.0529737,11.1831,0.111259,9.85334,0.191925,0.0147788,0.00950198,1.20562,0.0476639,91988.0,8.34319603478413,156.98264693544,1.40190872810487,2.03989,300162.0,1500380002.0,150038.0,,,,,
91991,0.12507,5,0.126014,10.8765,0.115134,9.77384,0.218342,0.00741097,0.00678256,1.02133,0.0433187,91991.0,19.1958015406994,368.043108851832,3.29042203421838,3.99369,0.0,1500510002.0,150051.0,,,,,
91998,0.12486,4,0.125804,10.2046,0.107525,9.79985,0.198264,0.00975088,0.00698784,0.81836,0.0428445,91998.0,19.209161495676,367.446948927171,2.91110313180403,3.68801,0.0,1500510004.0,150051.0,,,,,
91999,0.05278,5,0.0536635,10.4789,0.106058,9.86686,0.181848,0.0130788,0.00964144,1.2141,0.0497269,91999.0,8.30834984435208,159.013580355337,1.34575381132084,0.161375,300162.0,1500380002.0,150038.0,,,,,
92003,0.18715,4,0.188145,9.89385,0.118544,9.68645,0.216027,0.00720015,0.00616384,0.534582,0.0521487,92003.0,28.0343098578901,542.458927684623,5.83943586282697,1.29906,0.0,1500080002.0,150008.0,,,,,
92004,0.11834,5,0.119277,10.8296,0.119391,9.79873,0.211481,0.00792675,0.00777485,1.12543,0.0493461,92004.0,17.9589515357482,348.851993355776,3.79398685498934,0.921692,0.0,1501320001.0,150132.0,,,,,
92014,0.18778,4,0.188775,10.4832,0.0966359,9.85117,0.151372,0.00830341,0.00658224,1.11745,0.0563599,92014.0,27.9061168249978,544.21755902817,5.58509906633149,0.811079,0.0,1500080002.0,150008.0,,,,,
92048,0.18714,4,0.188133,10.5558,0.0985793,9.80686,0.178632,0.0109564,0.00728874,0.925097,0.045178,92048.0,26.9645250082322,542.480358402687,5.76943783128861,1.4168,0.0,1500080002.0,150008.0,,,,,
92051,0.18704,4,0.188032,10.3034,0.125855,9.71084,0.24451,0.0196883,0.0117676,0.795286,0.044271,92051.0,26.2049284673342,542.244818400807,4.92787071469854,2.35553,0.0,1500080002.0,150008.0,,,,,
92067,0.12615,5,0.127088,10.6507,0.111582,9.79524,0.205771,0.00904532,0.0074536,1.04457,0.044717,92067.0,16.9840381070196,371.209055641377,3.94639552243351,2.74196,0.0,1500460001.0,150046.0,,,,,
92071,0.12562,4,0.126559,10.0421,0.121016,9.63658,0.253949,0.0104093,0.00693392,0.583039,0.0423439,92071.0,17.3046225179114,369.6863847065,3.79219658700958,3.44291,0.0,1500460002.0,150046.0,,,,,
92098,0.13128,5,0.132222,10.6762,0.105817,9.81884,0.188545,0.00959882,0.00711204,0.979043,0.043809,92098.0,17.2077161201211,385.828773712586,2.93050194804907,1.90148,0.0,1500050024.0,150005.0,,,,,
92174,0.1678,4,0.168764,10.7219,0.123249,9.72595,0.238514,0.0126887,0.00801889,1.03542,0.0456985,92174.0,18.0308536668506,488.88863236665,4.93319189451877,1.59545,0.0,1500020004.0,150002.0,,,,,
92226,0.16646,4,0.167419,10.1931,0.123528,9.69342,0.248519,0.0124763,0.00773893,0.755126,0.0473627,92226.0,16.1550897969091,485.197384590836,4.22549313851182,1.18352,0.0,1500020013.0,150002.0,,,,,
92263,0.16716,5,0.168118,10.9483,0.107244,9.83658,0.166487,0.00995422,0.00754504,1.15985,0.0534349,92263.0,15.5297012149476,487.174053651043,4.30500890581314,1.12968,300128.0,1500020013.0,150002.0,,,,,
92264,0.16805,4,0.169009,10.4955,0.111619,9.81234,0.186082,0.00707163,0.00675845,1.06318,0.0563122,92264.0,15.6051708930287,489.669365258652,3.76370959566379,2.08787,0.0,1500020004.0,150002.0,,,,,
92265,0.16669,4,0.167648,10.4376,0.110792,9.83592,0.168328,0.00859982,0.00723723,1.04792,0.0569947,92265.0,15.3760740338158,485.861047311627,4.34176300541513,0.2115,300128.0,1500020013.0,150002.0,,,,,
92268,0.16716,5,0.168118,11.4459,0.110473,9.83277,0.172175,0.00773724,0.00722951,1.16497,0.0524359,92268.0,15.3813997625718,487.178052761131,4.28571175871758,1.11888,300128.0,1500020013.0,150002.0,,,,,
92271,0.16784,4,0.168798,11.0814,0.0927504,9.86248,0.149079,0.0131684,0.00926866,1.28095,0.0547499,92271.0,15.4223619265175,489.079164179862,4.48100420672166,3.02731,300128.0,1500020013.0,150002.0,,,,,
92286,0.16454,5,0.165494,10.4205,0.119634,9.75733,0.217883,0.0102383,0.00759249,0.963292,0.0524076,92286.0,14.6742487541645,479.846922584783,4.91596211674436,0.269989,301790.0,1500020007.0,150002.0,,,,,
92288,0.16508,4,0.166035,11.0075,0.107374,9.81654,0.183708,0.00852081,0.00749165,1.25105,0.0521033,92288.0,14.6347161803011,481.364231334485,4.6746072914875,1.51291,301790.0,1500020007.0,150002.0,,,,,
92304,0.1642,5,0.165155,10.556,0.122451,9.73775,0.231234,0.0127039,0.00816073,1.03324,0.0482888,92304.0,15.1689340128593,478.886835809634,4.3607617574266,1.16526,300128.0,1500020007.0,150002.0,,,,,
92309,0.1633,4,0.164253,10.2879,0.136871,9.68503,0.260409,0.0106135,0.0082356,1.08019,0.0593604,92309.0,14.4806577586822,476.372871185936,4.99047164146756,3.49656,301790.0,1500020007.0,150002.0,,,,,
92313,0.16683,4,0.167788,9.97501,0.127237,9.66079,0.247828,0.0117906,0.00763806,0.610942,0.05161,92313.0,15.7118691205834,486.244626995499,4.34841200317233,0.416203,300128.0,1500020013.0,150002.0,,,,,
92322,0.16761,4,0.168566,11.4723,0.110301,9.88718,0.133864,0.00342079,0.00308365,1.04541,0.04893,92322.0,14.2835594698645,488.46224947984,4.55611260316062,0.444303,303997.0,1500020004.0,150002.0,,,,,
92325,0.16731,5,0.168265,11.2409,0.0945256,9.86419,0.14919,0.00891908,0.00716867,1.26228,0.0544991,92325.0,14.1908251362672,487.625588527277,4.42084389472179,0.420154,303997.0,1500020004.0,150002.0,,,,,
92328,0.16367,4,0.164623,10.5438,0.0953782,9.8898,0.132752,0.00627502,0.00551494,1.22472,0.0595368,92328.0,14.103249731985,477.425171632265,4.510402262073,1.42549,303998.0,1500020007.0,150002.0,,,,,
92351,0.12496,5,0.125877,11.0763,0.117747,9.81654,0.199172,0.0115179,0.00905495,1.27095,0.0599624,92351.0,9.54769438906931,368.031291235705,3.20901369789324,2.22471,300129.0,1500050028.0,150005.0,,,,,
92352,0.15808,5,0.159026,10.772,0.11546,9.74564,0.223947,0.0108476,0.0070475,0.891477,0.0383856,92352.0,12.5179482588952,461.769975805235,3.63243156930395,3.43457,0.0,1500390002.0,150039.0,,,,,
92353,0.14032,4,0.141251,10.4213,0.0960482,9.86064,0.160463,0.00799966,0.00698921,1.14526,0.0533092,92353.0,10.9951615146225,411.664485944196,4.1303314400793,2.69944,0.0,1501290002.0,150129.0,,,,,
92355,0.12383,5,0.124746,10.6466,0.101166,9.85854,0.163505,0.00951272,0.00751204,1.06423,0.0508458,92355.0,9.36472336726891,364.810522034799,3.21075753938944,1.00496,300129.0,1500050028.0,150005.0,,,,,
92357,0.15926,4,0.160205,10.7142,0.0959623,9.83896,0.159405,0.0163975,0.0088009,1.14738,0.0486476,92357.0,11.8716474852185,465.094121651984,4.23320101753464,0.0369244,301791.0,1500390002.0,150039.0,,,,,
92358,0.15944,5,0.160385,10.9737,0.105448,9.83996,0.169032,0.00886085,0.00720896,1.1097,0.050325,92358.0,11.8790502217217,465.600133707303,4.20125247580479,0.50573,301791.0,1500390002.0,150039.0,,,,,
92366,0.16397,4,0.16492,10.4255,0.107494,9.79795,0.194058,0.00785834,0.00671337,0.930656,0.0490722,92366.0,12.8614974817622,478.293968426845,4.48883895153391,1.71688,0.0,1500020007.0,150002.0,,,,,
92371,0.15889,4,0.159834,10.3279,0.10831,9.8485,0.16408,0.00664686,0.0063106,1.0446,0.0583531,92371.0,11.7212458256428,464.057920829654,4.14921678324215,1.04782,301791.0,1500390002.0,150039.0,,,,,
92373,0.14142,4,0.14235,10.6381,0.113961,9.81874,0.191561,0.00924828,0.00816924,1.37164,0.0598226,92373.0,10.2505753060985,414.79740673581,3.85682376460435,3.1189,0.0,1501290002.0,150129.0,,,,,
92376,0.15834,4,0.159283,10.3258,0.113978,9.78194,0.205325,0.00737293,0.00660598,0.812797,0.0500381,92376.0,11.3895011807125,462.507894513542,5.05715138619238,1.95369,0.0,1500390001.0,150039.0,,,,,
92402,0.12445,4,0.125365,10.466,0.0954538,9.8816,0.146956,0.00935418,0.00745585,1.17326,0.0551676,92402.0,8.7708310381654,366.584266452717,3.70817699360943,1.17881,0.0,1500050028.0,150005.0,,,,,
92419,0.19838,4,0.199353,10.4445,0.114718,9.80399,0.178696,0.00953525,0.00761796,0.981857,0.0727834,92419.0,12.3859119749887,574.053666110939,4.73991635808208,1.66167,0.0,1501260001.0,150126.0,,,,,
92421,0.08427,5,0.0851489,10.7602,0.0994151,9.88187,0.162165,0.0111248,0.0104275,1.30826,0.0510707,92421.0,5.17079187064813,251.035329365685,2.39079112570487,0.444497,301792.0,1500070002.0,150007.0,,,,,
92422,0.19823,4,0.199201,10.4524,0.110235,9.86993,0.134646,0.00243359,0.00269644,0.96084,0.0600625,92422.0,11.6435576516869,573.643609399918,5.51192386496149,0.779691,304003.0,1501260001.0,150126.0,,,,,
92426,0.19847,4,0.199442,10.9108,0.102689,9.7867,0.190632,0.00890825,0.00707643,0.980127,0.0444425,92426.0,12.1311476828864,574.309357476145,4.38743160772841,1.93693,0.0,1501260001.0,150126.0,,,,,
92429,0.19767,5,0.19864,11.5674,0.0922465,9.86257,0.137697,0.00875448,0.00653421,1.25616,0.055636,92429.0,11.5202279264444,572.098663682205,5.53369883410644,0.773484,304003.0,1501260001.0,150126.0,,,,,
92432,0.13337,5,0.134288,10.8962,0.0930607,9.86872,0.150812,0.0108063,0.00750557,1.19163,0.0503621,92432.0,7.77051714929453,392.001965249445,3.3268912218281,1.34816,0.0,1500040004.0,150004.0,,,,,
92438,0.08561,4,0.0864892,10.9806,0.103185,9.84782,0.183563,0.006379,0.00695851,1.15386,0.043387,92438.0,4.9293644234624,254.929465414194,1.8926161111113,2.71312,0.0,1500070002.0,150007.0,,,,,
92439,0.12617,5,0.127081,11.0171,0.0944371,9.86948,0.15498,0.00776296,0.00690928,1.12329,0.0464162,92439.0,7.16635260322792,371.50763996774,4.04601561397055,0.456673,300799.0,1500050008.0,150005.0,,,,,
92440,0.12725,4,0.128162,10.5102,0.0890049,9.88083,0.145559,0.00994777,0.00743611,1.15073,0.0493577,92440.0,7.24298667010711,374.584073821243,4.0943815485945,2.73548,300799.0,1500050008.0,150005.0,,,,,
92441,0.19727,4,0.198241,10.5705,0.0934642,9.84155,0.151308,0.0111907,0.00768046,1.18296,0.0565366,92441.0,12.1019307272423,570.987228263945,5.31946442382621,1.78129,0.0,1501260001.0,150126.0,,,,,
92455,0.08448,5,0.0853576,10.9687,0.106249,9.85915,0.178317,0.0145373,0.00894339,1.20557,0.047258,92455.0,4.82466661380349,251.645241460993,2.59366597808185,0.781064,300567.0,1500070002.0,150007.0,,,,,
92456,0.08502,4,0.085898,10.4011,0.106556,9.87614,0.164171,0.00689177,0.00689468,1.07337,0.0525663,92456.0,4.87583091891038,253.210482207006,2.63448006014703,2.34756,300567.0,1500070002.0,150007.0,,,,,
92458,0.12958,4,0.130494,10.6276,0.0992521,9.85434,0.166157,0.00899868,0.0074506,1.15591,0.0501363,92458.0,7.24065663178101,381.222034963974,3.9349831581833,1.38876,300203.0,1500050002.0,150005.0,,,,,
92459,0.19136,3,0.192324,10.8244,0.0996084,9.85967,0.144795,0.00620085,0.00563164,1.16205,0.0550857,92459.0,10.5003592928866,554.661920416736,5.44674970264323,2.66874,0.0,1500350001.0,150035.0,,,,,
92460,0.19735,4,0.198319,11.0146,0.0933558,9.8461,0.149099,0.0100299,0.00735798,1.1933,0.0547986,92460.0,10.7757266311365,571.220235431753,6.01171577796365,1.87811,0.0,1501260001.0,150126.0,,,,,
92463,0.129,5,0.129912,11.432,0.113833,9.81373,0.197807,0.010761,0.00917705,1.26236,0.054149,92463.0,6.80382327822684,379.576368034014,3.84513150352333,0.328376,300203.0,1500050002.0,150005.0,,,,,
92466,0.05542,5,0.0562726,11.0611,0.107665,9.86774,0.184196,0.014341,0.00996879,1.23916,0.0504128,92466.0,2.95281731385926,166.857346577772,1.78535385227135,2.98631,0.0,1500320001.0,150032.0,,,,,
92467,0.13462,5,0.135537,11.0825,0.113279,9.82424,0.186249,0.00989365,0.00750901,1.15069,0.0494089,92467.0,6.90702991201482,395.559841457687,3.61037547577013,1.65658,0.0,1500040004.0,150004.0,,,,,
92468,0.13295,4,0.133865,10.073,0.119243,9.7253,0.236061,0.00960041,0.00698429,0.701669,0.0436051,92468.0,6.73027928326655,390.820054316865,3.26719476896044,2.1971,304004.0,1500040004.0,150004.0,,,,,
92469,0.13449,4,0.135406,10.36,0.107517,9.83618,0.179813,0.00634474,0.0061007,0.977809,0.0492497,92469.0,6.74151408362417,395.197264394124,3.1133326758663,2.18732,304004.0,1500040004.0,150004.0,,,,,
92473,0.1588,4,0.159737,10.4808,0.0967099,9.8693,0.147569,0.00875336,0.00700607,1.21211,0.0585873,92473.0,8.64641457532935,463.852218127917,4.20834597389365,2.79665,0.0,1500390002.0,150039.0,,,,,
92476,0.13187,4,0.132785,10.2036,0.11824,9.73981,0.229467,0.0125313,0.00733306,0.723559,0.042791,92476.0,6.95460609676311,387.743978349866,3.62313512927058,2.60122,300203.0,1500050006.0,150005.0,,,,,
92500,0.19058,4,0.19154,10.8941,0.103026,9.81691,0.171467,0.010524,0.00733826,1.11156,0.0487594,92500.0,8.98631551301798,552.523207430733,5.1031773344674,0.0744046,301793.0,1500350001.0,150035.0,,,,,
92502,0.20366,5,0.20463,11.4537,0.0944043,9.82632,0.155516,0.0119147,0.00751591,1.18963,0.0516915,92502.0,9.28196559621728,588.646566754698,5.62614297682023,2.56453,304006.0,1500360004.0,150036.0,,,,,
92504,0.19074,5,0.1917,11.1044,0.096728,9.8357,0.158403,0.0103282,0.00728831,1.13872,0.0507412,92504.0,8.5859929966216,552.976799355658,4.45937682348543,0.897192,0.0,1500350001.0,150035.0,,,,,
92505,0.12663,4,0.127537,10.3329,0.108163,9.81353,0.194649,0.012816,0.00837329,1.06486,0.0465112,92505.0,5.65879879505593,372.833921475,3.944190105863,1.82408,301794.0,1500050008.0,150005.0,,,,,
92507,0.12664,4,0.127548,9.92829,0.12367,9.59476,0.269273,0.0116636,0.00722468,0.572025,0.0416698,92507.0,5.54429153204418,372.872264564811,3.11504696915258,2.25702,0.0,1500050008.0,150005.0,,,,,
92514,0.19058,4,0.19154,10.6031,0.0956593,9.85159,0.148506,0.00935203,0.00710597,1.20296,0.0576964,92514.0,8.93509822086105,552.525035435352,4.98031167923881,0.172461,301793.0,1500350001.0,150035.0,,,,,
92519,0.20477,4,0.205741,9.88802,0.120554,9.66104,0.241773,0.0117642,0.00742098,0.618387,0.0497679,92519.0,9.54806737237391,591.693920911409,6.17470835909166,3.96699,0.0,1500360004.0,150036.0,,,,,
92573,0.12899,4,0.129895,10.4998,0.106283,9.87848,0.149248,0.00577089,0.0059286,1.13951,0.0553631,92573.0,4.05779921302977,379.5660417047,3.82538008433528,3.94416,300382.0,1500050002.0,150005.0,,,,,
92578,0.11464,5,0.115531,10.93,0.099035,9.86504,0.161011,0.0110191,0.00830822,1.22037,0.0514779,92578.0,2.98990660123141,338.590022458613,3.49012758476427,3.66266,0.0,1500060002.0,150006.0,,,,,
92579,0.08431,5,0.0851773,10.3903,0.128177,9.72926,0.251338,0.0130596,0.00750275,0.755189,0.0389962,92579.0,2.2386054717859,251.158853749859,2.58180795286055,2.78767,301797.0,1500070002.0,150007.0,,,,,
92580,0.13075,5,0.131657,11.0643,0.10779,9.82833,0.179653,0.0109975,0.0079758,1.14545,0.0483163,92580.0,4.39625161417814,384.575380818318,3.69355982255566,1.08138,300382.0,1500050002.0,150005.0,,,,,
92581,0.1307,4,0.131607,10.1737,0.104933,9.82098,0.185681,0.00952163,0.00713265,0.86604,0.0483321,92581.0,4.3297368311203,384.433286802079,3.71584673060308,0.941288,300382.0,1500050002.0,150005.0,,,,,
92584,0.12883,5,0.129735,11.0413,0.101888,9.83486,0.179384,0.010849,0.00910304,1.25818,0.0474724,92584.0,4.06298751590822,379.111952711757,3.69928687968839,2.30393,300382.0,1500050002.0,150005.0,,,,,
92590,0.11443,4,0.115322,10.4364,0.0979283,9.86186,0.163362,0.00914575,0.00764496,1.13467,0.0486028,92590.0,3.15587506075568,337.990846812675,3.26190600004715,3.52198,0.0,1500060002.0,150006.0,,,,,
